Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4,branch-ult5,Question Key,Response
15,1562782548434,10/07/2019 18:15:48,1562782520826,-6,10/07/2019 12:15:20,8835,5,questionnaire-pwdh,,2796671,5bd781291fd7c80001bb1fad,774256,,complete,,5d2629aeebd0a900169fcb6b,computer,Desktop or Laptop,Windows 8.1,Chrome 75.0.3770.100,1366x768,1349x657,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-14,1
16,1562782548434,10/07/2019 18:15:48,1562782520826,-6,10/07/2019 12:15:20,8835,5,questionnaire-pwdh,,2796671,5bd781291fd7c80001bb1fad,774256,,complete,,5d2629aeebd0a900169fcb6b,computer,Desktop or Laptop,Windows 8.1,Chrome 75.0.3770.100,1366x768,1349x657,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-15,1
17,1562782548434,10/07/2019 18:15:48,1562782520826,-6,10/07/2019 12:15:20,8835,5,questionnaire-pwdh,,2796671,5bd781291fd7c80001bb1fad,774256,,complete,,5d2629aeebd0a900169fcb6b,computer,Desktop or Laptop,Windows 8.1,Chrome 75.0.3770.100,1366x768,1349x657,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-16,1
18,1562782548434,10/07/2019 18:15:48,1562782520826,-6,10/07/2019 12:15:20,8835,5,questionnaire-pwdh,,2796671,5bd781291fd7c80001bb1fad,774256,,complete,,5d2629aeebd0a900169fcb6b,computer,Desktop or Laptop,Windows 8.1,Chrome 75.0.3770.100,1366x768,1349x657,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-17,1
19,1562782548434,10/07/2019 18:15:48,1562782520826,-6,10/07/2019 12:15:20,8835,5,questionnaire-pwdh,,2796671,5bd781291fd7c80001bb1fad,774256,,complete,,5d2629aeebd0a900169fcb6b,computer,Desktop or Laptop,Windows 8.1,Chrome 75.0.3770.100,1366x768,1349x657,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,END QUESTIONNAIRE,177853
1,1562799466648,10/07/2019 22:57:46,1562799466539,1,10/07/2019 23:57:46,8835,5,questionnaire-pwdh,,2797769,5c56550e54f9d30001db7f50,774543,,complete,,5d266d4d6d044f0017d330a5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1824x977,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,BEGIN QUESTIONNAIRE,
2,1562799487817,10/07/2019 22:58:07,1562799487773,1,10/07/2019 23:58:07,8835,5,questionnaire-pwdh,,2797769,5c56550e54f9d30001db7f50,774543,,complete,,5d266d4d6d044f0017d330a5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1807x977,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-1,1
3,1562799488005,10/07/2019 22:58:08,1562799487775,1,10/07/2019 23:58:07,8835,5,questionnaire-pwdh,,2797769,5c56550e54f9d30001db7f50,774543,,complete,,5d266d4d6d044f0017d330a5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1807x977,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-2,1
4,1562799488005,10/07/2019 22:58:08,1562799487775,1,10/07/2019 23:58:07,8835,5,questionnaire-pwdh,,2797769,5c56550e54f9d30001db7f50,774543,,complete,,5d266d4d6d044f0017d330a5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1807x977,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-3,1
5,1562799488005,10/07/2019 22:58:08,1562799487776,1,10/07/2019 23:58:07,8835,5,questionnaire-pwdh,,2797769,5c56550e54f9d30001db7f50,774543,,complete,,5d266d4d6d044f0017d330a5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1807x977,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-4,1
6,1562799488005,10/07/2019 22:58:08,1562799487776,1,10/07/2019 23:58:07,8835,5,questionnaire-pwdh,,2797769,5c56550e54f9d30001db7f50,774543,,complete,,5d266d4d6d044f0017d330a5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1807x977,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-5,1
7,1562799488005,10/07/2019 22:58:08,1562799487776,1,10/07/2019 23:58:07,8835,5,questionnaire-pwdh,,2797769,5c56550e54f9d30001db7f50,774543,,complete,,5d266d4d6d044f0017d330a5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1807x977,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-6,1
8,1562799488005,10/07/2019 22:58:08,1562799487776,1,10/07/2019 23:58:07,8835,5,questionnaire-pwdh,,2797769,5c56550e54f9d30001db7f50,774543,,complete,,5d266d4d6d044f0017d330a5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1807x977,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-7,1
9,1562799488005,10/07/2019 22:58:08,1562799487777,1,10/07/2019 23:58:07,8835,5,questionnaire-pwdh,,2797769,5c56550e54f9d30001db7f50,774543,,complete,,5d266d4d6d044f0017d330a5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1807x977,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-8,1
10,1562799488005,10/07/2019 22:58:08,1562799487777,1,10/07/2019 23:58:07,8835,5,questionnaire-pwdh,,2797769,5c56550e54f9d30001db7f50,774543,,complete,,5d266d4d6d044f0017d330a5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1807x977,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-9,1
11,1562799488005,10/07/2019 22:58:08,1562799487777,1,10/07/2019 23:58:07,8835,5,questionnaire-pwdh,,2797769,5c56550e54f9d30001db7f50,774543,,complete,,5d266d4d6d044f0017d330a5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1807x977,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-10,1
12,1562799488005,10/07/2019 22:58:08,1562799487777,1,10/07/2019 23:58:07,8835,5,questionnaire-pwdh,,2797769,5c56550e54f9d30001db7f50,774543,,complete,,5d266d4d6d044f0017d330a5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1807x977,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-11,1
13,1562799488005,10/07/2019 22:58:08,1562799487777,1,10/07/2019 23:58:07,8835,5,questionnaire-pwdh,,2797769,5c56550e54f9d30001db7f50,774543,,complete,,5d266d4d6d044f0017d330a5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1807x977,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-12,1
14,1562799488005,10/07/2019 22:58:08,1562799487778,1,10/07/2019 23:58:07,8835,5,questionnaire-pwdh,,2797769,5c56550e54f9d30001db7f50,774543,,complete,,5d266d4d6d044f0017d330a5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1807x977,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-13,1
15,1562799488005,10/07/2019 22:58:08,1562799487778,1,10/07/2019 23:58:07,8835,5,questionnaire-pwdh,,2797769,5c56550e54f9d30001db7f50,774543,,complete,,5d266d4d6d044f0017d330a5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1807x977,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-14,1
16,1562799488005,10/07/2019 22:58:08,1562799487778,1,10/07/2019 23:58:07,8835,5,questionnaire-pwdh,,2797769,5c56550e54f9d30001db7f50,774543,,complete,,5d266d4d6d044f0017d330a5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1807x977,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-15,1
17,1562799488005,10/07/2019 22:58:08,1562799487778,1,10/07/2019 23:58:07,8835,5,questionnaire-pwdh,,2797769,5c56550e54f9d30001db7f50,774543,,complete,,5d266d4d6d044f0017d330a5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1807x977,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-16,1
18,1562799488005,10/07/2019 22:58:08,1562799487779,1,10/07/2019 23:58:07,8835,5,questionnaire-pwdh,,2797769,5c56550e54f9d30001db7f50,774543,,complete,,5d266d4d6d044f0017d330a5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1807x977,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-17,1
19,1562799488005,10/07/2019 22:58:08,1562799487779,1,10/07/2019 23:58:07,8835,5,questionnaire-pwdh,,2797769,5c56550e54f9d30001db7f50,774543,,complete,,5d266d4d6d044f0017d330a5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1807x977,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,END QUESTIONNAIRE,21240
1,1562799480483,10/07/2019 22:58:00,1562799481878,-5,10/07/2019 17:58:01,8835,5,questionnaire-pwdh,,2797772,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,BEGIN QUESTIONNAIRE,
2,1562799582208,10/07/2019 22:59:42,1562799583626,-5,10/07/2019 17:59:43,8835,5,questionnaire-pwdh,,2797772,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-1,1
3,1562799582395,10/07/2019 22:59:42,1562799583628,-5,10/07/2019 17:59:43,8835,5,questionnaire-pwdh,,2797772,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-2,1
4,1562799582395,10/07/2019 22:59:42,1562799583628,-5,10/07/2019 17:59:43,8835,5,questionnaire-pwdh,,2797772,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-3,1
5,1562799582395,10/07/2019 22:59:42,1562799583628,-5,10/07/2019 17:59:43,8835,5,questionnaire-pwdh,,2797772,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-4,1
6,1562799582395,10/07/2019 22:59:42,1562799583628,-5,10/07/2019 17:59:43,8835,5,questionnaire-pwdh,,2797772,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-5,1
7,1562799582395,10/07/2019 22:59:42,1562799583628,-5,10/07/2019 17:59:43,8835,5,questionnaire-pwdh,,2797772,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-6,1
8,1562799582395,10/07/2019 22:59:42,1562799583628,-5,10/07/2019 17:59:43,8835,5,questionnaire-pwdh,,2797772,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-7,1
9,1562799582395,10/07/2019 22:59:42,1562799583629,-5,10/07/2019 17:59:43,8835,5,questionnaire-pwdh,,2797772,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-8,1
10,1562799582395,10/07/2019 22:59:42,1562799583629,-5,10/07/2019 17:59:43,8835,5,questionnaire-pwdh,,2797772,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-9,1
11,1562799582395,10/07/2019 22:59:42,1562799583629,-5,10/07/2019 17:59:43,8835,5,questionnaire-pwdh,,2797772,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-10,1
12,1562799582395,10/07/2019 22:59:42,1562799583629,-5,10/07/2019 17:59:43,8835,5,questionnaire-pwdh,,2797772,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-11,1
13,1562799582395,10/07/2019 22:59:42,1562799583629,-5,10/07/2019 17:59:43,8835,5,questionnaire-pwdh,,2797772,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-12,1
14,1562799582395,10/07/2019 22:59:42,1562799583629,-5,10/07/2019 17:59:43,8835,5,questionnaire-pwdh,,2797772,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-13,1
15,1562799582395,10/07/2019 22:59:42,1562799583629,-5,10/07/2019 17:59:43,8835,5,questionnaire-pwdh,,2797772,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-14,1
16,1562799582395,10/07/2019 22:59:42,1562799583630,-5,10/07/2019 17:59:43,8835,5,questionnaire-pwdh,,2797772,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-15,1
17,1562799582395,10/07/2019 22:59:42,1562799583630,-5,10/07/2019 17:59:43,8835,5,questionnaire-pwdh,,2797772,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-16,1
18,1562799582395,10/07/2019 22:59:42,1562799583630,-5,10/07/2019 17:59:43,8835,5,questionnaire-pwdh,,2797772,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-17,1
19,1562799582395,10/07/2019 22:59:42,1562799583630,-5,10/07/2019 17:59:43,8835,5,questionnaire-pwdh,,2797772,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,END QUESTIONNAIRE,101752
1,1562799483942,10/07/2019 22:58:03,1562799482679,2,11/07/2019 00:58:02,8835,5,questionnaire-pwdh,,2797773,5c241d69da51990001e23776,774546,,complete,,5d266d73d0021100197f29f5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,BEGIN QUESTIONNAIRE,
2,1562799524377,10/07/2019 22:58:44,1562799523180,2,11/07/2019 00:58:43,8835,5,questionnaire-pwdh,,2797773,5c241d69da51990001e23776,774546,,complete,,5d266d73d0021100197f29f5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-1,1
3,1562799524471,10/07/2019 22:58:44,1562799523182,2,11/07/2019 00:58:43,8835,5,questionnaire-pwdh,,2797773,5c241d69da51990001e23776,774546,,complete,,5d266d73d0021100197f29f5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-2,1
4,1562799524471,10/07/2019 22:58:44,1562799523182,2,11/07/2019 00:58:43,8835,5,questionnaire-pwdh,,2797773,5c241d69da51990001e23776,774546,,complete,,5d266d73d0021100197f29f5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-3,1
5,1562799524471,10/07/2019 22:58:44,1562799523182,2,11/07/2019 00:58:43,8835,5,questionnaire-pwdh,,2797773,5c241d69da51990001e23776,774546,,complete,,5d266d73d0021100197f29f5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-4,1
6,1562799524471,10/07/2019 22:58:44,1562799523182,2,11/07/2019 00:58:43,8835,5,questionnaire-pwdh,,2797773,5c241d69da51990001e23776,774546,,complete,,5d266d73d0021100197f29f5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-5,1
7,1562799524471,10/07/2019 22:58:44,1562799523182,2,11/07/2019 00:58:43,8835,5,questionnaire-pwdh,,2797773,5c241d69da51990001e23776,774546,,complete,,5d266d73d0021100197f29f5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-6,1
8,1562799524471,10/07/2019 22:58:44,1562799523182,2,11/07/2019 00:58:43,8835,5,questionnaire-pwdh,,2797773,5c241d69da51990001e23776,774546,,complete,,5d266d73d0021100197f29f5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-7,1
9,1562799524471,10/07/2019 22:58:44,1562799523183,2,11/07/2019 00:58:43,8835,5,questionnaire-pwdh,,2797773,5c241d69da51990001e23776,774546,,complete,,5d266d73d0021100197f29f5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-8,1
10,1562799524471,10/07/2019 22:58:44,1562799523183,2,11/07/2019 00:58:43,8835,5,questionnaire-pwdh,,2797773,5c241d69da51990001e23776,774546,,complete,,5d266d73d0021100197f29f5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-9,1
11,1562799524471,10/07/2019 22:58:44,1562799523183,2,11/07/2019 00:58:43,8835,5,questionnaire-pwdh,,2797773,5c241d69da51990001e23776,774546,,complete,,5d266d73d0021100197f29f5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-10,1
12,1562799524471,10/07/2019 22:58:44,1562799523183,2,11/07/2019 00:58:43,8835,5,questionnaire-pwdh,,2797773,5c241d69da51990001e23776,774546,,complete,,5d266d73d0021100197f29f5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-11,1
13,1562799524471,10/07/2019 22:58:44,1562799523183,2,11/07/2019 00:58:43,8835,5,questionnaire-pwdh,,2797773,5c241d69da51990001e23776,774546,,complete,,5d266d73d0021100197f29f5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-12,1
14,1562799524471,10/07/2019 22:58:44,1562799523183,2,11/07/2019 00:58:43,8835,5,questionnaire-pwdh,,2797773,5c241d69da51990001e23776,774546,,complete,,5d266d73d0021100197f29f5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-13,1
15,1562799524471,10/07/2019 22:58:44,1562799523184,2,11/07/2019 00:58:43,8835,5,questionnaire-pwdh,,2797773,5c241d69da51990001e23776,774546,,complete,,5d266d73d0021100197f29f5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-14,1
16,1562799524471,10/07/2019 22:58:44,1562799523184,2,11/07/2019 00:58:43,8835,5,questionnaire-pwdh,,2797773,5c241d69da51990001e23776,774546,,complete,,5d266d73d0021100197f29f5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-15,1
17,1562799524471,10/07/2019 22:58:44,1562799523184,2,11/07/2019 00:58:43,8835,5,questionnaire-pwdh,,2797773,5c241d69da51990001e23776,774546,,complete,,5d266d73d0021100197f29f5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-16,1
18,1562799524471,10/07/2019 22:58:44,1562799523184,2,11/07/2019 00:58:43,8835,5,questionnaire-pwdh,,2797773,5c241d69da51990001e23776,774546,,complete,,5d266d73d0021100197f29f5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-17,1
19,1562799524471,10/07/2019 22:58:44,1562799523184,2,11/07/2019 00:58:43,8835,5,questionnaire-pwdh,,2797773,5c241d69da51990001e23776,774546,,complete,,5d266d73d0021100197f29f5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,END QUESTIONNAIRE,40506
1,1562799759580,10/07/2019 23:02:39,1562799760264,-4,10/07/2019 19:02:40,8835,5,questionnaire-pwdh,,2797814,5bfb362f8386580001ed52bd,774558,,complete,,5d266e6f7aa1bb0015b4e045,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,BEGIN QUESTIONNAIRE,
2,1562799881472,10/07/2019 23:04:41,1562799882167,-4,10/07/2019 19:04:42,8835,5,questionnaire-pwdh,,2797814,5bfb362f8386580001ed52bd,774558,,complete,,5d266e6f7aa1bb0015b4e045,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-1,1
3,1562799881613,10/07/2019 23:04:41,1562799882169,-4,10/07/2019 19:04:42,8835,5,questionnaire-pwdh,,2797814,5bfb362f8386580001ed52bd,774558,,complete,,5d266e6f7aa1bb0015b4e045,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-2,1
4,1562799881613,10/07/2019 23:04:41,1562799882169,-4,10/07/2019 19:04:42,8835,5,questionnaire-pwdh,,2797814,5bfb362f8386580001ed52bd,774558,,complete,,5d266e6f7aa1bb0015b4e045,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-3,1
