Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4,reaction time,stimulus,button pressed
2,1555085146841,12/04/2019 16:05:46,1555085147868,1,12/04/2019 17:05:47,6138,39,task-jgum,,2437085,5c8af558d551550019d44308,675631,,complete,,5cb0b6f87c559e0011363054,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x695,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3481.8450000002485,/task/29849/3/asset/Dog.mp3,1
3,1555085152186,12/04/2019 16:05:52,1555085153144,1,12/04/2019 17:05:53,6138,39,task-jgum,,2437085,5c8af558d551550019d44308,675631,,complete,,5cb0b6f87c559e0011363054,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x695,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,5260.440000000017,/task/29849/3/asset/Owl.mp3,0
4,1555085154827,12/04/2019 16:05:54,1555085155865,1,12/04/2019 17:05:55,6138,39,task-jgum,,2437085,5c8af558d551550019d44308,675631,,complete,,5cb0b6f87c559e0011363054,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x695,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2698.159999999916,/task/29849/3/asset/Goat.mp3,0
1,1555085255496,12/04/2019 16:07:35,1555085254452,1,12/04/2019 17:07:34,6138,39,task-jgum,,2437129,585d02f7e9cb31000195e3dc,675636,,complete,,5cb0b7354a0e090001cb9d4f,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1368x912,1368x770,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,42176.860000006855,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1555085259326,12/04/2019 16:07:39,1555085258362,1,12/04/2019 17:07:38,6138,39,task-jgum,,2437129,585d02f7e9cb31000195e3dc,675636,,complete,,5cb0b7354a0e090001cb9d4f,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1368x912,1368x770,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3905.6199999758974,/task/29849/3/asset/Dog.mp3,1
3,1555085262538,12/04/2019 16:07:42,1555085261498,1,12/04/2019 17:07:41,6138,39,task-jgum,,2437129,585d02f7e9cb31000195e3dc,675636,,complete,,5cb0b7354a0e090001cb9d4f,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1368x912,1368x770,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3131.2700000125915,/task/29849/3/asset/Owl.mp3,0
4,1555085265429,12/04/2019 16:07:45,1555085264454,1,12/04/2019 17:07:44,6138,39,task-jgum,,2437129,585d02f7e9cb31000195e3dc,675636,,complete,,5cb0b7354a0e090001cb9d4f,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1368x912,1368x770,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2952.549999929033,/task/29849/3/asset/Goat.mp3,0
1,1555085228330,12/04/2019 16:07:08,1555085226581,1,12/04/2019 17:07:06,6138,39,task-jgum,,2437131,5ca634103697d60014addf56,675635,,complete,,5cb0b7131e58210018362f6c,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,8462.210000001505,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1555085231862,12/04/2019 16:07:11,1555085230177,1,12/04/2019 17:07:10,6138,39,task-jgum,,2437131,5ca634103697d60014addf56,675635,,complete,,5cb0b7131e58210018362f6c,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,3560.190000000148,/task/29849/3/asset/Dog.mp3,1
3,1555085234597,12/04/2019 16:07:14,1555085232911,1,12/04/2019 17:07:12,6138,39,task-jgum,,2437131,5ca634103697d60014addf56,675635,,complete,,5cb0b7131e58210018362f6c,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2720.690000000104,/task/29849/3/asset/Owl.mp3,0
4,1555085235989,12/04/2019 16:07:15,1555085234274,1,12/04/2019 17:07:14,6138,39,task-jgum,,2437131,5ca634103697d60014addf56,675635,,complete,,5cb0b7131e58210018362f6c,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,1350.4599999996572,/task/29849/3/asset/Goat.mp3,0
1,1555085314806,12/04/2019 16:08:34,1555085314750,-5,12/04/2019 11:08:34,6138,39,task-jgum,,2437178,5c3e012952f38e0001331e40,675643,,complete,,5cb0b7903b05b500015bedc0,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1680x1050,1504x864,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,36145.2500000014,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1555085317466,12/04/2019 16:08:37,1555085317422,-5,12/04/2019 11:08:37,6138,39,task-jgum,,2437178,5c3e012952f38e0001331e40,675643,,complete,,5cb0b7903b05b500015bedc0,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1680x1050,1504x864,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2666.9699999911245,/task/29849/3/asset/Dog.mp3,1
3,1555085319529,12/04/2019 16:08:39,1555085319475,-5,12/04/2019 11:08:39,6138,39,task-jgum,,2437178,5c3e012952f38e0001331e40,675643,,complete,,5cb0b7903b05b500015bedc0,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1680x1050,1504x864,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2051.449999999022,/task/29849/3/asset/Owl.mp3,0
4,1555085320918,12/04/2019 16:08:40,1555085320901,-5,12/04/2019 11:08:40,6138,39,task-jgum,,2437178,5c3e012952f38e0001331e40,675643,,complete,,5cb0b7903b05b500015bedc0,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1680x1050,1504x864,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,1423.2849999971222,/task/29849/3/asset/Goat.mp3,0
1,1555085394882,12/04/2019 16:09:54,1555085397032,-5,12/04/2019 11:09:57,6138,39,task-jgum,,2437274,5c070a6576781b0001c82633,675654,,complete,,5cb0b7ec1c78be00169c0d04,computer,Desktop or Laptop,Windows 10,Firefox 66.0,960x600,960x474,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,4914,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1555085400080,12/04/2019 16:10:00,1555085402332,-5,12/04/2019 11:10:02,6138,39,task-jgum,,2437274,5c070a6576781b0001c82633,675654,,complete,,5cb0b7ec1c78be00169c0d04,computer,Desktop or Laptop,Windows 10,Firefox 66.0,960x600,960x474,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,5226,/task/29849/3/asset/Dog.mp3,1
3,1555085403350,12/04/2019 16:10:03,1555085405578,-5,12/04/2019 11:10:05,6138,39,task-jgum,,2437274,5c070a6576781b0001c82633,675654,,complete,,5cb0b7ec1c78be00169c0d04,computer,Desktop or Laptop,Windows 10,Firefox 66.0,960x600,960x474,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,3224,/task/29849/3/asset/Owl.mp3,0
4,1555085406944,12/04/2019 16:10:06,1555085409166,-5,12/04/2019 11:10:09,6138,39,task-jgum,,2437274,5c070a6576781b0001c82633,675654,,complete,,5cb0b7ec1c78be00169c0d04,computer,Desktop or Laptop,Windows 10,Firefox 66.0,960x600,960x474,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,3564,/task/29849/3/asset/Goat.mp3,0
1,1555085533184,12/04/2019 16:12:13,1555085482000,1,12/04/2019 17:11:22,6138,39,task-jgum,,2437364,5c7d56f22819ab0001b96439,675664,,complete,,5cb0b87830b1280018f1b701,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x888,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,25479.46000000229,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1555085540622,12/04/2019 16:12:20,1555085489193,1,12/04/2019 17:11:29,6138,39,task-jgum,,2437364,5c7d56f22819ab0001b96439,675664,,complete,,5cb0b87830b1280018f1b701,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x888,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,7184.219999995548,/task/29849/3/asset/Dog.mp3,1
3,1555085541873,12/04/2019 16:12:21,1555085490685,1,12/04/2019 17:11:30,6138,39,task-jgum,,2437364,5c7d56f22819ab0001b96439,675664,,complete,,5cb0b87830b1280018f1b701,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x888,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,1485.144999998738,/task/29849/3/asset/Owl.mp3,0
4,1555085543561,12/04/2019 16:12:23,1555085492421,1,12/04/2019 17:11:32,6138,39,task-jgum,,2437364,5c7d56f22819ab0001b96439,675664,,complete,,5cb0b87830b1280018f1b701,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x888,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,1730.7900000014342,/task/29849/3/asset/Goat.mp3,0
1,1555085530683,12/04/2019 16:12:10,1555085530367,1,12/04/2019 17:12:10,6138,39,task-jgum,,2437380,5c86475b27f8cb0017c94a92,675665,,complete,,5cb0b87c0f5ecc0001a5415b,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1920x1080,1920x958,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,5593,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1555085536548,12/04/2019 16:12:16,1555085536301,1,12/04/2019 17:12:16,6138,39,task-jgum,,2437380,5c86475b27f8cb0017c94a92,675665,,complete,,5cb0b87c0f5ecc0001a5415b,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1920x1080,1920x958,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,5929,/task/29849/3/asset/Dog.mp3,1
3,1555085540560,12/04/2019 16:12:20,1555085539669,1,12/04/2019 17:12:19,6138,39,task-jgum,,2437380,5c86475b27f8cb0017c94a92,675665,,complete,,5cb0b87c0f5ecc0001a5415b,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1920x1080,1920x958,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,3363,/task/29849/3/asset/Owl.mp3,0
4,1555085542096,12/04/2019 16:12:22,1555085541788,1,12/04/2019 17:12:21,6138,39,task-jgum,,2437380,5c86475b27f8cb0017c94a92,675665,,complete,,5cb0b87c0f5ecc0001a5415b,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1920x1080,1920x958,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2115,/task/29849/3/asset/Goat.mp3,0
1,1555085650401,12/04/2019 16:14:10,1555085649653,1,12/04/2019 17:14:09,6138,39,task-jgum,,2437413,57f8ddd1be670900012e57ee,675662,,complete,,5cb0b85096f5860012c0e357,computer,Desktop or Laptop,Chromium OS 11895.58.0,Chrome 74.0.3729.68,1366x768,1366x609,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,10950.350000000013,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1555085653542,12/04/2019 16:14:13,1555085652868,1,12/04/2019 17:14:12,6138,39,task-jgum,,2437413,57f8ddd1be670900012e57ee,675662,,complete,,5cb0b85096f5860012c0e357,computer,Desktop or Laptop,Chromium OS 11895.58.0,Chrome 74.0.3729.68,1366x768,1366x609,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3197.4200000000237,/task/29849/3/asset/Dog.mp3,1
3,1555085655589,12/04/2019 16:14:15,1555085654900,1,12/04/2019 17:14:14,6138,39,task-jgum,,2437413,57f8ddd1be670900012e57ee,675662,,complete,,5cb0b85096f5860012c0e357,computer,Desktop or Laptop,Chromium OS 11895.58.0,Chrome 74.0.3729.68,1366x768,1366x609,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2021.8700000000354,/task/29849/3/asset/Owl.mp3,0
4,1555085657360,12/04/2019 16:14:17,1555085656619,1,12/04/2019 17:14:16,6138,39,task-jgum,,2437413,57f8ddd1be670900012e57ee,675662,,complete,,5cb0b85096f5860012c0e357,computer,Desktop or Laptop,Chromium OS 11895.58.0,Chrome 74.0.3729.68,1366x768,1366x609,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,1712.604999999996,/task/29849/3/asset/Goat.mp3,0
1,1555085654777,12/04/2019 16:14:14,1555085654661,-4,12/04/2019 12:14:14,6138,39,task-jgum,,2437443,5bda1da4d6fef5000181aab2,675669,,complete,,5cb0b8bb04305d001823ded0,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1200,1920x1089,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,4062.3149992898107,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1555085660563,12/04/2019 16:14:20,1555085660540,-4,12/04/2019 12:14:20,6138,39,task-jgum,,2437443,5bda1da4d6fef5000181aab2,675669,,complete,,5cb0b8bb04305d001823ded0,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1200,1920x1089,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,5872.480000369251,/task/29849/3/asset/Dog.mp3,1
3,1555085665302,12/04/2019 16:14:25,1555085665219,-4,12/04/2019 12:14:25,6138,39,task-jgum,,2437443,5bda1da4d6fef5000181aab2,675669,,complete,,5cb0b8bb04305d001823ded0,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1200,1920x1089,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,4675.530000589788,/task/29849/3/asset/Owl.mp3,1
4,1555085667110,12/04/2019 16:14:27,1555085667082,-4,12/04/2019 12:14:27,6138,39,task-jgum,,2437443,5bda1da4d6fef5000181aab2,675669,,complete,,5cb0b8bb04305d001823ded0,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1200,1920x1089,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,1861.3649997860193,/task/29849/3/asset/Goat.mp3,0
1,1555085690114,12/04/2019 16:14:50,1555085690534,1,12/04/2019 17:14:50,6138,39,task-jgum,,2437469,5c1a1a8e792f4400015d5b86,675670,,complete,,5cb0b874f1029500169db3c7,computer,Desktop or Laptop,Windows 8.1,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,9372.60500015691,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1555085707562,12/04/2019 16:15:07,1555085707999,1,12/04/2019 17:15:07,6138,39,task-jgum,,2437469,5c1a1a8e792f4400015d5b86,675670,,complete,,5cb0b874f1029500169db3c7,computer,Desktop or Laptop,Windows 8.1,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,17445.404999889433,/task/29849/3/asset/Dog.mp3,1
3,1555085710328,12/04/2019 16:15:10,1555085710795,1,12/04/2019 17:15:10,6138,39,task-jgum,,2437469,5c1a1a8e792f4400015d5b86,675670,,complete,,5cb0b874f1029500169db3c7,computer,Desktop or Laptop,Windows 8.1,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2778.0349999666214,/task/29849/3/asset/Owl.mp3,0
4,1555085711998,12/04/2019 16:15:11,1555085712387,1,12/04/2019 17:15:12,6138,39,task-jgum,,2437469,5c1a1a8e792f4400015d5b86,675670,,complete,,5cb0b874f1029500169db3c7,computer,Desktop or Laptop,Windows 8.1,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,1577.6949999853969,/task/29849/3/asset/Goat.mp3,0
1,1555085893655,12/04/2019 16:18:13,1555086038181,1,12/04/2019 17:20:38,6138,39,task-jgum,,2437646,5c8cf105dfa22f00129081a0,675690,,complete,,5cb0b9c60555d9001322e858,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,19770.705000002636,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1555085896688,12/04/2019 16:18:16,1555086041288,1,12/04/2019 17:20:41,6138,39,task-jgum,,2437646,5c8cf105dfa22f00129081a0,675690,,complete,,5cb0b9c60555d9001322e858,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,3091.680000012275,/task/29849/3/asset/Dog.mp3,1
3,1555085899396,12/04/2019 16:18:19,1555086044032,1,12/04/2019 17:20:44,6138,39,task-jgum,,2437646,5c8cf105dfa22f00129081a0,675690,,complete,,5cb0b9c60555d9001322e858,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2733.4700000064913,/task/29849/3/asset/Owl.mp3,0
4,1555085902424,12/04/2019 16:18:22,1555086047060,1,12/04/2019 17:20:47,6138,39,task-jgum,,2437646,5c8cf105dfa22f00129081a0,675690,,complete,,5cb0b9c60555d9001322e858,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,3021.3499999954365,/task/29849/3/asset/Goat.mp3,0
1,1555086168591,12/04/2019 16:22:48,1555086160786,1,12/04/2019 17:22:40,6138,39,task-jgum,,2438014,5c7f007e78573c00019056b8,675732,,complete,,5cb0baf344753d0001a90703,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x969,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,4763.789999997243,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1555086171607,12/04/2019 16:22:51,1555086164001,1,12/04/2019 17:22:44,6138,39,task-jgum,,2438014,5c7f007e78573c00019056b8,675732,,complete,,5cb0baf344753d0001a90703,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x969,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3213.1850000005215,/task/29849/3/asset/Dog.mp3,1
3,1555086173107,12/04/2019 16:22:53,1555086165553,1,12/04/2019 17:22:45,6138,39,task-jgum,,2438014,5c7f007e78573c00019056b8,675732,,complete,,5cb0baf344753d0001a90703,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x969,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,1550.3649999154732,/task/29849/3/asset/Owl.mp3,0
4,1555086174404,12/04/2019 16:22:54,1555086166883,1,12/04/2019 17:22:46,6138,39,task-jgum,,2438014,5c7f007e78573c00019056b8,675732,,complete,,5cb0baf344753d0001a90703,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x969,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,1328.3600000431761,/task/29849/3/asset/Goat.mp3,0
1,1555090521977,12/04/2019 17:35:21,1555090522975,1,12/04/2019 18:35:22,6138,39,task-jgum,,2448182,59a7c4f0d4019800014cf4c4,676774,,complete,,5cb0cbd52ea8830015917544,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x625,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,17246.589999995194,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1555090526070,12/04/2019 17:35:26,1555090526790,1,12/04/2019 18:35:26,6138,39,task-jgum,,2448182,59a7c4f0d4019800014cf4c4,676774,,complete,,5cb0cbd52ea8830015917544,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x625,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3789.4599999999627,/task/29849/3/asset/Dog.mp3,1
3,1555090530180,12/04/2019 17:35:30,1555090530898,1,12/04/2019 18:35:30,6138,39,task-jgum,,2448182,59a7c4f0d4019800014cf4c4,676774,,complete,,5cb0cbd52ea8830015917544,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x625,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,4097.490000014659,/task/29849/3/asset/Owl.mp3,0
4,1555090531539,12/04/2019 17:35:31,1555090532619,1,12/04/2019 18:35:32,6138,39,task-jgum,,2448182,59a7c4f0d4019800014cf4c4,676774,,complete,,5cb0cbd52ea8830015917544,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x625,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,1710.140000010142,/task/29849/3/asset/Goat.mp3,0
1,1555337632727,15/04/2019 14:13:52,1555337629543,1,15/04/2019 15:13:49,6138,39,task-jgum,,2463350,593f123d6b824b0001a70456,680109,,complete,,5cb491523a96b30016c8c0f2,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1536x864,1536x728,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,7053,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1555337635633,15/04/2019 14:13:55,1555337632683,1,15/04/2019 15:13:52,6138,39,task-jgum,,2463350,593f123d6b824b0001a70456,680109,,complete,,5cb491523a96b30016c8c0f2,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1536x864,1536x728,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3120,/task/29849/3/asset/Dog.mp3,1
3,1555337638510,15/04/2019 14:13:58,1555337635556,1,15/04/2019 15:13:55,6138,39,task-jgum,,2463350,593f123d6b824b0001a70456,680109,,complete,,5cb491523a96b30016c8c0f2,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1536x864,1536x728,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2865,/task/29849/3/asset/Owl.mp3,0
4,1555337642345,15/04/2019 14:14:02,1555337639327,1,15/04/2019 15:13:59,6138,39,task-jgum,,2463350,593f123d6b824b0001a70456,680109,,complete,,5cb491523a96b30016c8c0f2,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1536x864,1536x728,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3761,/task/29849/3/asset/Goat.mp3,0
1,1555337650547,15/04/2019 14:14:10,1555337649717,-5,15/04/2019 09:14:09,6138,39,task-jgum,,2463354,5a381de00006450001bf2691,680110,,complete,,5cb491438676980001848eed,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,2048x1152,1538x1002,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,7160.525000013877,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1555337653219,15/04/2019 14:14:13,1555337652424,-5,15/04/2019 09:14:12,6138,39,task-jgum,,2463354,5a381de00006450001bf2691,680110,,complete,,5cb491438676980001848eed,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,2048x1152,1538x1002,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2703.529999998864,/task/29849/3/asset/Dog.mp3,1
3,1555337654973,15/04/2019 14:14:14,1555337654215,-5,15/04/2019 09:14:14,6138,39,task-jgum,,2463354,5a381de00006450001bf2691,680110,,complete,,5cb491438676980001848eed,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,2048x1152,1538x1002,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,1788.9399999985471,/task/29849/3/asset/Owl.mp3,0
4,1555337656053,15/04/2019 14:14:16,1555337655289,-5,15/04/2019 09:14:15,6138,39,task-jgum,,2463354,5a381de00006450001bf2691,680110,,complete,,5cb491438676980001848eed,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,2048x1152,1538x1002,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,1072.3749999888241,/task/29849/3/asset/Goat.mp3,0
1,1555337679728,15/04/2019 14:14:39,1555337680504,1,15/04/2019 15:14:40,6138,39,task-jgum,,2463364,57a85273fa44650001140cff,680113,,complete,,5cb491728ca59a0012cdcbe0,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x937,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,9278.894999995828,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1555337682297,15/04/2019 14:14:42,1555337683142,1,15/04/2019 15:14:43,6138,39,task-jgum,,2463364,57a85273fa44650001140cff,680113,,complete,,5cb491728ca59a0012cdcbe0,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x937,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2628.3600000315346,/task/29849/3/asset/Dog.mp3,1
